objectID,title,artist,department,objectDate,medium,image_path
625927,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625927.jpg
625938,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625938.jpg
625915,Overseer Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625915.jpg
625926,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625926.jpg
625931,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625931.jpg
625925,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625925.jpg
625928,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625928.jpg
625933,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625933.jpg
625919,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625919.jpg
447806,Man in a Long-sleeved Coat,Riza-yi 'Abbasi,Islamic Art,ca. 1598,Ink on paper,data\raw\images\447806.jpg
437340,"Charles Maurice de Talleyrand Périgord (1754–1838), Prince de Talleyrand",Pierre Paul Prud'hon,European Paintings,1817,Oil on canvas,data\raw\images\437340.jpg
545394,"Relief showing Khety’s hand, with a graffito of Ramesside date",,Egyptian Art,ca. 2051–2000 B.C.,"Limestone, paint",data\raw\images\545394.jpg
544208,Part of the shrine of Queen Henhenet,,Egyptian Art,ca. 2051–2030 B.C.,"Limestone, paint",data\raw\images\544208.jpg
470827,Scene from the Legend of the True Cross,,The Cloisters,second half 14th century,Stone,data\raw\images\470827.jpg
470826,Scene from the Legend of the True Cross,,The Cloisters,second half 14th century,Stone,data\raw\images\470826.jpg
57011,"Jihei of Kamiya Eloping with the Geisha Koharu of Kinokuniya, from the series “True Feelings Compared: The Founts of Love” (Jitsu kurabe iro no Minakami)",Kitagawa Utamaro,Asian Art,ca. 1798–99,Woodblock print; ink and color on paper,data\raw\images\57011.jpg
738366,"True Image of the Lord of Chalma, Christ crucified",José Guadalupe Posada,Drawings and Prints,ca. 1903,Type-metal engraving and letterpress on tan paper,data\raw\images\738366.jpg
45356,True Reflections on the Life and Manners of a Woman (Ehon Masukagami) 絵本十寸鏡,Nishikawa Sukenobu 西川祐信,Asian Art,"1748, 1st month",Woodblock printed book; ink on paper,data\raw\images\45356.jpg
78700,True Depictions of Bird and Flower Pictures (Kachōe shashin zui) 花鳥写真図彙; 花鳥写真図会(かちょうえ しゃしん ずえ),Kitao Shigemasa 北尾重政,Asian Art,"1805, first month (Bunka 2)",Set of three woodblock printed books; ink on paper,data\raw\images\78700.jpg
340809,The Discovery of the True Cross,Moncalvo (Guglielmo Caccia),Drawings and Prints,1568–1625,"Pen and brown ink, brush and brown wash, over slight traces of black chalk",data\raw\images\340809.jpg
45475,"Two actors, from the series Musical Program of True Love (Ongyoku hiyoku no bangumi) 音曲比翼の番組",Kitagawa Utamaro 喜多川歌麿,Asian Art,ca. 1800 (Kansei 12),Woodblock print (nishiki-e); ink and color on pape,data\raw\images\45475.jpg
449312,Seal Stone,,Islamic Art,10th–11th century,Carnelian; incised,data\raw\images\449312.jpg
544772,Pectoral of Mutnefret,,Egyptian Art,ca. 1295–1070 B.C.,Faience,data\raw\images\544772.jpg
205883,Guanyin,Meissen Manufactory,European Sculpture and Decorative Arts,1710–13,Red stoneware with gilding,data\raw\images\205883.jpg
321287,Curved Ear Ornament (Kapeu),,The Michael C. Rockefeller Wing,18th–early 19th century,Greenstone (nephrite),data\raw\images\321287.jpg
37947,Rama Releases the Demon Spies Shuka and Sarana: Folio from the Siege of Lanka series,Manaku,Asian Art,ca. 1725,"Opaque watercolor, ink and gold on paper",data\raw\images\37947.jpg
786771,"The True Method of Sitting a Horse, Mathematically Delineated",Thomas Rowlandson,Drawings and Prints,1809,Hand-colored etching,data\raw\images\786771.jpg
466561,Relief with Scene from the Legend of the True Cross,,Medieval Art,ca. 1400,Marble,data\raw\images\466561.jpg
550789,Stela of the God's-Father of Amun Pakeshi,,Egyptian Art,ca. 750–525 B.C.,"Wood, gesso, paint",data\raw\images\550789.jpg
451747,Hanging Lamp,,Islamic Art,10th–11th century,"Glass, colorless with green tinge; blown, applied handles",data\raw\images\451747.jpg
195933,Beaker,,European Sculpture and Decorative Arts,ca. 1725,Zwischengold glass,data\raw\images\195933.jpg
544499,Stela with Taweret and Mut of Isheru,,Egyptian Art,ca. 1390–1352 BCE,"Limestone, paint",data\raw\images\544499.jpg
360859,Woman of Virginia,Wenceslaus Hollar,Drawings and Prints,ca. 1644,Etching; only state,data\raw\images\360859.jpg
337950,The Sudarium,Hans Schlaffer of Ulm,Drawings and Prints,ca. 1470–75,Hand-colored woodcut,data\raw\images\337950.jpg
759520,"Plate 35: Robert Macaire schismatic, from 'Caricaturana,' published in Les Robert Macaires",Honoré Daumier,Drawings and Prints,1838,Color lithograph on wove paper; second state of two (Delteil),data\raw\images\759520.jpg
815745,Saint Helen finding the true cross,Jerôme David,Drawings and Prints,1625–47,Engraving,data\raw\images\815745.jpg
73553,"Never Seen Before: True Picture of a Live Wild Tiger (Konjaku miken, Ikimono mōko no shinzu)",Kawanabe Kyōsai 河鍋暁斎,Asian Art,sixth month 1860,Woodblock print; ink and color on paper,data\raw\images\73553.jpg
452652,"""Isfandiyar's Fourth Course: He Slays a Sorceress"", Folio from a Shahnama (Book of Kings) of Firdausi",Abu'l Qasim Firdausi,Islamic Art,ca. 1330–40,"Ink, opaque watercolor, gold, and silver on paper",data\raw\images\452652.jpg
460281,Tabernacle Polyptych with the Madonna and Child and Scenes from the Life of Christ,,Robert Lehman Collection,ca. 1275–1300,Ivory with traces of original gilding and polychromy; silver hinges.,data\raw\images\460281.jpg
438624,Lake Fucino and the Abruzzi Mountains,Joseph Bidauld,European Paintings,ca. 1789,"Oil on paper, laid down on canvas",data\raw\images\438624.jpg
437515,A Meadow Bordered by Trees,Théodore Rousseau,European Paintings,ca. 1845–60,Oil on wood,data\raw\images\437515.jpg
421650,Vision of the True Cross appearing to St. Helen,William Young Ottley,Drawings and Prints,1795–1836,Graphite and black chalk,data\raw\images\421650.jpg
406416,"True Eagle, Missouria, from the American Indian Chiefs series (N2) for Allen & Ginter Cigarettes Brands",Allen & Ginter,Drawings and Prints,1888,Commercial color lithograph,data\raw\images\406416.jpg
360634,The true maner [manner] of the execution of Thomas Earle of Strafford,Wenceslaus Hollar,Drawings and Prints,1641,Etching; third state of three,data\raw\images\360634.jpg
437261,The Penitence of Saint Jerome,Joachim Patinir,European Paintings,ca. 1515,Oil on wood,data\raw\images\437261.jpg
466562,Relief with Scene from the Legend of the True Cross,,Medieval Art,ca. 1400,Marble,data\raw\images\466562.jpg
339721,The Golden Age,Auguste Rodin,Drawings and Prints,1871–78,Black chalk heightened with white on faded blue paper,data\raw\images\339721.jpg
436896,Portrait of a Woman with a Man at a Casement,Fra Filippo Lippi,European Paintings,ca. 1440,Tempera on wood,data\raw\images\436896.jpg
206989,Commode à vantaux,David Roentgen,European Sculpture and Decorative Arts,ca. 1775–79 with later alterations,"Oak, pine, walnut, mahogany, and cherry veneered with hornbeam (partially stained), tulipwood, walnut, holly and maple (both partially stained), boxwood, mahogany, and other woods; red brocatelle marble; gilt bronze; iron, steel, and brass",data\raw\images\206989.jpg
824771,Marie Antoinette in a Park,Elisabeth Louise Vigée Le Brun,Drawings and Prints,ca. 1780–81,"Black chalk, stumped, and white chalk; framing lines in black chalk",data\raw\images\824771.jpg
312717,Pectoral with Face,,The Michael C. Rockefeller Wing,1st–7th century,Gold (hammered),data\raw\images\312717.jpg
29221,Rowel Spur,,Arms and Armor,late 16th–17th century,Iron alloy,data\raw\images\29221.jpg
470150,Turret Laver,,The Cloisters,15th century,Bronze,data\raw\images\470150.jpg
231980,Side chair (chais à la reine) (one of a pair),Georges Jacob,European Sculpture and Decorative Arts,1784,Carved and gilded walnut; pink silk moiré damask (not original),data\raw\images\231980.jpg
455081,Reciting Poetry in a Garden,,Islamic Art,first quarter 17th century,Stonepaste; polychrome glaze within black wax resist outlines (cuerda seca technique),data\raw\images\455081.jpg
192770,Saint Bridget of Sweden Receiving the Rule of Her Order,Agostino d'Antonio di Duccio,European Sculpture and Decorative Arts,1459,Marble,data\raw\images\192770.jpg
208898,Two wall sconces (Bras de cheminée),Jean-Claude Duplessis,European Sculpture and Decorative Arts,ca. 1761,"Soft-paste porcelain decorated in polychrome enamel, gold, gilt bronze",data\raw\images\208898.jpg
438688,Saint Francis,Federico Barocci,European Paintings,ca. 1600–1604,Oil on canvas,data\raw\images\438688.jpg
459027,"Portrait of a Woman, Possibly a Nun of San Secondo; (verso) Scene in Grisaille",Jacometto (Jacometto Veneziano),Robert Lehman Collection,ca. 1485–95,Oil on wood; (verso: oil and gold on wood),data\raw\images\459027.jpg
548676,Door Jamb of Rau,,Egyptian Art,ca. 1479–1425 B.C.,Limestone,data\raw\images\548676.jpg
550791,Painted wooden panel of Tabakenkhonsu,,Egyptian Art,ca. 680–670 B.C.,"Wood, gesso, paint",data\raw\images\550791.jpg
437021,Head of Christ,Master of the Orcagnesque Misericordia,European Paintings,,"Tempera on wood, gold ground",data\raw\images\437021.jpg
383883,Tobias and the Angel (small plate),Hendrick Goudt,Drawings and Prints,1608,Engraving; Holl.'s second state of three,data\raw\images\383883.jpg
811226,Hearts for the Year 1800,Thomas Rowlandson,Drawings and Prints,"April 20, 1800",Hand-colored etching,data\raw\images\811226.jpg
338711,The Peasant Wedding Dance,Pieter van der Heyden,Drawings and Prints,after 1570,Engraving; first state of three,data\raw\images\338711.jpg
35992,Setting Sun on the Autumn River,Pan Yunyu,Asian Art,1604 or 1664,Folding fan mounted as an album leaf; ink and color on gold paper,data\raw\images\35992.jpg
309411,Headdress ornament,Calima (Yotoco) artist,The Michael C. Rockefeller Wing,100 BCE–700 CE,Gold,data\raw\images\309411.jpg
40516,Reading a sutra by moonlight,Unidentified artist,Asian Art,ca. 1332,Hanging scroll; ink on paper,data\raw\images\40516.jpg
351643,A True and Thorough Instruction in Geometry (Ein aigentliche und grundtliche anweysung in die Geometria),Augustin Hirschvogel,Drawings and Prints,1543,Etching,data\raw\images\351643.jpg
738515,Valentine,Anonymous,Drawings and Prints,ca. 1880,"Cameo-embossed open-work lace paper, chromolithography",data\raw\images\738515.jpg
719806,Valentine,Anonymous,Drawings and Prints,1850–70,"Open work, cameo embossed lace paper, colored paper",data\raw\images\719806.jpg
452121,"""Sam Seals His Pact with Sindukht"", Folio 85v from the Shahnama (Book of Kings) of Shah Tahmasp",Abu'l Qasim Firdausi,Islamic Art,ca. 1525–30,"Opaque watercolor, ink, silver, and gold on paper",data\raw\images\452121.jpg
754550,"At the bar, meeting point for the true lovers of French sculpture and Bavarian beer, from 'Exhibition sketches,' published in Le Charivari, June 3, 1865",Honoré Daumier,Drawings and Prints,"June 3, 1865",Lithograph on newsprint; second state of two (Delteil),data\raw\images\754550.jpg
55411,True View of the Courtyard of Yasukuni Shrine at the Top of Kudanzaka,Inoue Yasuji,Asian Art,March 1888,Triptych of woodblock prints (nishiki-e); ink and color on paper,data\raw\images\55411.jpg
344460,"Un an de la vie d'un jeune homme: Histoire véritable en 17 Chapitres, Ecrits par lui-même et Lithographiés par Victor Adam (A Year in the Life of a Young Man: A True Story in 17 Chapters, Written by Himself and Lithographed by Victor Adam)",Victor Adam,Drawings and Prints,1824,Lithographs,data\raw\images\344460.jpg
55257,A True View of a Trading House of a Yokohama Merchant,Utagawa (Gountei) Sadahide,Asian Art,1861,Triptych of woodblock prints (nishiki-e); ink and color on paper; vertical ōban,data\raw\images\55257.jpg
722814,"Montgomery True Blues, Alabama Militia, from the Military Series (N224) issued by Kinney Tobacco Company to promote Sweet Caporal Cigarettes",Kinney Brothers Tobacco Company,Drawings and Prints,1888,Commercial color lithograph,data\raw\images\722814.jpg
436596,Venice from the Bacino di San Marco,Francesco Guardi,European Paintings,ca. 1765–75,Oil on canvas,data\raw\images\436596.jpg
437330,Saints Peter and John Healing the Lame Man,Nicolas Poussin,European Paintings,1655,Oil on canvas,data\raw\images\437330.jpg
53449,Six Jewel Rivers from Various Provinces,Utagawa Hiroshige,Asian Art,1857,Six woodblock prints; ink and color on paper,data\raw\images\53449.jpg
53222,Musk Cat,Uto Gyoshi,Asian Art,mid- to late 16th century,Hanging scroll; ink and color on paper,data\raw\images\53222.jpg
53176,"Fudō Myōō, the Immovable Wisdom King (Achala Vidyaraja)",Kaikei,Asian Art,early 13th century,"Japanese cypress with lacquer, color, gold, cut gold leaf (kirikane), and inlaid crystal eyes",data\raw\images\53176.jpg
436102,Virgin and Child with Four Angels,Gerard David,European Paintings,ca. 1510–15,Oil on wood,data\raw\images\436102.jpg
54791,Amida Manifesting in the Dharma-body of Expedient Means,,Asian Art,18th century,"Ink, color, and cut silver on silk",data\raw\images\54791.jpg
437405,A Young Woman as a Shepherdess,Govert Flinck,European Paintings,,"Oil on canvas, transferred from wood",data\raw\images\437405.jpg
464251,Diptych with Scenes from the Lives of Jesus and Mary,,Medieval Art,ca. 1350,Elephant ivory with metal mounts,data\raw\images\464251.jpg
724689,Heraklios Approaching the Gates of Jerusalem with the True Cross,,The Cloisters,ca. 1402–13,Silver,data\raw\images\724689.jpg
420017,"True Eagle, Missouria, from the American Indian Chiefs series (N36) for Allen & Ginter Cigarettes",Allen & Ginter,Drawings and Prints,1888,Commercial color lithograph,data\raw\images\420017.jpg
414841,"Card 614, Miss True, from the Actors and Actresses series (N45, Type 1) for Virginia Brights Cigarettes",Allen & Ginter,Drawings and Prints,ca. 1888,Albumen photograph,data\raw\images\414841.jpg
339723,Study of a nude female figure (Satyress),Auguste Rodin,Drawings and Prints,1905–8,Graphite and watercolor,data\raw\images\339723.jpg
767110,Valentine,Anonymous,Drawings and Prints,1876,"White card stock with  chromolithography, gold lithography, openwork lace paper, pink tissue, pale blue paper, green watercolor",data\raw\images\767110.jpg
195863,Wineglass,,European Sculpture and Decorative Arts,late 17th century,Glass,data\raw\images\195863.jpg
65660,Panel,,Asian Art,19th century,Indigo;  cotton,data\raw\images\65660.jpg
38213,Garuda Vanquishing the Naga Clan,,Asian Art,ca. 2nd–3rd century,Schist,data\raw\images\38213.jpg
438821,Ia Orana Maria (Hail Mary),Paul Gauguin,European Paintings,1891,Oil on canvas,data\raw\images\438821.jpg
33598,Rowel Spur,,Arms and Armor,early 17th century,Iron alloy,data\raw\images\33598.jpg
29230,Rowel Spur,,Arms and Armor,ca. 1600,"Iron alloy, tin",data\raw\images\29230.jpg
29226,Rowel Spur (Left),,Arms and Armor,17th century,"Iron alloy, tin",data\raw\images\29226.jpg
156129,Bonnet,Camille,Costume Institute,ca. 1900,"horsehair, cotton",data\raw\images\156129.jpg
843996,The Actor Nakamura Utaemon III as Inanoya Hanbē,Shunkōsai Hokushū 春好斎北洲,Asian Art,1820,Woodblock print (nishiki-e); ink and color on paper; vertical ōban,data\raw\images\843996.jpg
37857,Bhairavi Ragini: Folio from a ragamala series (Garland of Musical Modes),,Asian Art,ca. 1640–50,"Opaque watercolor, silver, gold and ink on paper",data\raw\images\37857.jpg
449325,Bowl,,Islamic Art,9th century,Earthenware; white slip under clear yellow glaze,data\raw\images\449325.jpg
10771,Spring Landscape,Thomas Doughty,The American Wing,ca. 1853–56,Oil on canvas,data\raw\images\10771.jpg
29268,Pair of Rowel Spurs,,Arms and Armor,17th century,Iron alloy,data\raw\images\29268.jpg
29241,Rowel Spur (Right),,Arms and Armor,17th century,Iron alloy,data\raw\images\29241.jpg
29244,Pair of Rowel Spurs,,Arms and Armor,second half 17th century,Iron alloy,data\raw\images\29244.jpg
37814,Four Mandalas of the Guhyasamaja Cycle,,Asian Art,16th century,Distemper and ink on cloth,data\raw\images\37814.jpg
56736,Kabuki Actor Ichimura Uzaemon IX,Torii Kiyomitsu,Asian Art,ca. 1759,Woodblock print; ink and color on paper,data\raw\images\56736.jpg
286165,[The 15th of August.  Imperial Asylum at Vincennes],Charles Nègre,Photographs,1858,Albumen silver print from glass negative,data\raw\images\286165.jpg
549193,Corner of a Linen Pall,,Egyptian Art,ca. 1492–1473 B.C.,"Linen, ink",data\raw\images\549193.jpg
471560,Relief of Saint Lawrence Presenting the Poor,Master of the Sonnenberg-Künigl Altar,The Cloisters,ca. 1490,"White or stone pine, paint, gilt",data\raw\images\471560.jpg
451406,Portrait of a Dervish,,Islamic Art,16th century,"Main support: ink, opaque watercolor, and gold on paper
Margins: gold on dyed paper",data\raw\images\451406.jpg
40706,One of a Pair of Vases with Dragon Handles,,Asian Art,19th century,Cloisonné enamel with gilt bronze and champlevé,data\raw\images\40706.jpg
757756,"Plate 13: Robert Macaire, business agent, from 'Caricaturana,' published in Les Robert Macaires",Honoré Daumier,Drawings and Prints,1838,Color lithograph on wove paper; third state of four (Delteil),data\raw\images\757756.jpg
757959,"Plate 44: Robert Macaire, Barrister, from 'Caricaturana,' published in Les Robert Macaires",Honoré Daumier,Drawings and Prints,1838,Lithograph on wove paper,data\raw\images\757959.jpg
822724,Cartel clock (one of a pair),André Charles Boulle,European Sculpture and Decorative Arts,"ca. 1710, with later movement","Gilt bronze, horn, oak; enamel, brass, glass",data\raw\images\822724.jpg
822725,Cartel barometer (one of a pair),André Charles Boulle,European Sculpture and Decorative Arts,ca. 1710,"Gilded bronze, inlaid with steel and blue horn",data\raw\images\822725.jpg
910942,Ego Mater pulchrae dilectionis Eccl. 24.,Claudine Bouzonnet Stella,Drawings and Prints,1668,Etching and engraving,data\raw\images\910942.jpg
360413,"Plate 7 from ""Los Caprichos"": Even thus he cannot make her out (Ni asi la distingue)",Goya (Francisco de Goya y Lucientes),Drawings and Prints,1799,"Etching, aquatint, drypoint",data\raw\images\360413.jpg
459231,Saint John the Evangelist,Upper Rhine (Switzerland),Robert Lehman Collection,ca. 1480,"Pen and blackish brown ink and gray wash over a black chalk underdrawing (still partially visible in the foliate forms of the throne at the upper right), the thin, pale lines of the preliminary ink drawing clearly distinguishable from the thicker, darker ones on top of them, which have dense, felt-like accumulations of tiny strokes in some of the shadows, but are by the same hand; traces of a curved line in black chalk and partly in brush and gray ink in the lower corners and at the upper right.",data\raw\images\459231.jpg
343315,Perspectival Cross-Section of a Venetian Palace,Eugène-Emmanuel Viollet-le-Duc,Drawings and Prints,1830–79,"Pen and gray ink, brush and light wash, metal point framing lines, with small spatters of brown wash",data\raw\images\343315.jpg
334030,"A radiant female figure beset by dark spirits; page 45 from the ""Images of Spain"" Album (F)",Goya (Francisco de Goya y Lucientes),Drawings and Prints,ca. 1812–20,"Brush and point of brush, brown and gray washes, over touches or chalk",data\raw\images\334030.jpg
194096,Watch,David Lestourgeon,European Sculpture and Decorative Arts,ca. 1702,Outer and inner cases: silver; Dial: champlevé silver,data\raw\images\194096.jpg
42260,"Recluse Fisherman, Autumn Trees",Sheng Mao,Asian Art,dated 1349,Fan mounted as an album leaf; ink and color on silk,data\raw\images\42260.jpg
823927,"Horse Accomplishments, Sketch 6: A Time Keeper !!",Thomas Rowlandson,Drawings and Prints,"August 1, 1799",Etching and aquatint,data\raw\images\823927.jpg
727418,Valentine,Anonymous,Drawings and Prints,1859–69,"Cameo-embossed, open-work lace paper, chromolithography, colored paper.",data\raw\images\727418.jpg
734364,Valentine,Anonymous,Drawings and Prints,ca. 1880,"Cameo-embossed open-work lace paper, chromolithography, die-cut scrap",data\raw\images\734364.jpg
727408,Valentine,Anonymous,Drawings and Prints,1859–69,"Cameo-embossed, open-work lace paper, lithography, watercolor",data\raw\images\727408.jpg
209104,Settee (one of a pair) (part of a set),Johann Michael Bauer,European Sculpture and Decorative Arts,ca. 1763–64,"Carved, painted and gilded linden wood; squab pillow in silk velvet (not original)",data\raw\images\209104.jpg
785041,Valentine - Mechanical - Round Birthday bouquet,"Anonymous, British or American, 19th century",Drawings and Prints,ca. 1875,"Heavy die-cut card stock, chromolithography, celluloid grommet",data\raw\images\785041.jpg
435722,Portrait of a Man in Armor with Two Pages,Paris Bordon,European Paintings,,Oil on canvas,data\raw\images\435722.jpg
449848,Seal with Hebrew Inscription,,Islamic Art,10th–11th century,Carnelian; incised,data\raw\images\449848.jpg
450605,The Prince and the Petitioner,Vali Jan,Islamic Art,late 16th century,Ink and gold on paper,data\raw\images\450605.jpg
549236,Stela of Ptahmose,,Egyptian Art,ca. 1320–1290 B.C.,Limestone,data\raw\images\549236.jpg
757960,"Plate 43: A man of sensitivity at the right price, from 'Caricaturana,' published in Les Robert Macaires",Honoré Daumier,Drawings and Prints,1838,Lithograph on wove paper; first state of two (Delteil),data\raw\images\757960.jpg
759529,"Plate 30: Robert Macaire before his judges, from 'Caricaturana,' published in Les Robert Macaires",Honoré Daumier,Drawings and Prints,1838,Lithograph on wove paper; second state of two (Delteil),data\raw\images\759529.jpg
236401,Plate with Lily of the Valley Tree (Clethra arborea),"Royal Porcelain Manufactory (Königliche Porzellan-Manufaktur), Berlin",European Sculpture and Decorative Arts,1806–09,Hard-paste porcelain,data\raw\images\236401.jpg
419636,"L'Invention de la Ste. Croix (The Invention of the True Cross), May 3rd, from ""Les Images De Tous Les Saincts et Saintes de L'Année"" (Images of All of the Saints and Religious Events of the Year)",Jacques Callot,Drawings and Prints,1636,Etching; second state of two (Lieure),data\raw\images\419636.jpg
436336,The Pérussis Altarpiece,Nicolas Froment,European Paintings,1480,Oil and gold on wood,data\raw\images\436336.jpg
452651,"""Isfandiyar's Third Course: He Slays a Dragon"", Folio from a Shahnama (Book of Kings)",Abu'l Qasim Firdausi,Islamic Art,ca. 1330–40,"Ink, opaque watercolor, gold, and silver on paper",data\raw\images\452651.jpg
436836,Allegory of Music,Laurent de La Hyre,European Paintings,1649,Oil on canvas,data\raw\images\436836.jpg
53660,Ten Verses on Oxherding,,Asian Art,1278,Handscroll; ink and color on paper,data\raw\images\53660.jpg
435769,The Judgment of Solomon,Leonaert Bramer,European Paintings,1640s,Oil on wood,data\raw\images\435769.jpg
812439,Flintlock Longrifle,"George Schreyer, Sr.",Arms and Armor,ca. 1795,"Wood (maple), steel, iron, brass, silver",data\raw\images\812439.jpg
436176,Christ Asleep during the Tempest,Eugène Delacroix,European Paintings,ca. 1853,Oil on canvas,data\raw\images\436176.jpg
53162,Tobatsu Bishamonten,,Asian Art,late 10th–early 11th century,Zelkova wood with traces of color,data\raw\images\53162.jpg
201399,Pair of candlestands,,European Sculpture and Decorative Arts,ca. 1735,Linden wood; cut and gilded gesso; Tegernsee limestone top,data\raw\images\201399.jpg
207157,Dwarf (one of a pair),Villeroy,European Sculpture and Decorative Arts,ca. 1740–45,Tin-glazed soft-paste porcelain decorated in polychrome enamels,data\raw\images\207157.jpg
237451,Dwarf (one of a pair),Villeroy,European Sculpture and Decorative Arts,ca. 1740–45,Tin-glazed soft-paste porcelain decorated in polychrome enamels,data\raw\images\237451.jpg
761114,Mercury and Cupid,Francesco Fanelli,European Sculpture and Decorative Arts,late 1630s,Bronze,data\raw\images\761114.jpg
319053,Collar,Chimú artist(s),The Michael C. Rockefeller Wing,1000–1470 CE,"Spondylus shell, stone, cotton",data\raw\images\319053.jpg
339713,Nero,Auguste Rodin,Drawings and Prints,1900–1910,"Graphite with stumping, watercolor, and gouache",data\raw\images\339713.jpg
339715,Nude Figure on Hands and Knees (Executioner),Auguste Rodin,Drawings and Prints,1900–1910,Graphite with stumping and watercolor,data\raw\images\339715.jpg
155947,Cane,,Costume Institute,ca. 1883,"wood, metal",data\raw\images\155947.jpg
810813,Pectoral cross,Hemmerle,European Sculpture and Decorative Arts,1900,"Yellow gold (750/1000 or 18-karat finenss), filigree work; opaque blue, black and white enamel, translucent dark red and transparent cream enamel; amethysts, citrine cabochons, chalcedony and pearls",data\raw\images\810813.jpg
828461,Dish with six-petalled flower design and floral scroll on cavetto,,Asian Art,early 16th century,Stoneware painted with cobalt blue under a transparent glaze,data\raw\images\828461.jpg
389910,Design for a Chair Seat Cover,"Anonymous, French, 19th century",Drawings and Prints,ca. 1850–70,Pen and ink and watercolor,data\raw\images\389910.jpg
362029,Poetry (Poesia XXVII),Master of the E-Series Tarocchi,Drawings and Prints,ca. 1465–67,Engraving with gold hand coloring,data\raw\images\362029.jpg
824310,Vase (one of a pair),Minton(s),European Sculpture and Decorative Arts,ca. 1870,Bone china,data\raw\images\824310.jpg
551176,"Linen mark, Masaharta",,Egyptian Art,ca. 1051 B.C.,Linen,data\raw\images\551176.jpg
857613,後藤家歴代揃目貫献上箱 Presentation Box for Sword-Grip Ornaments (<i>Menuki</i>),,Arms and Armor,19th century,"Wood, lacquer, brass, textile",data\raw\images\857613.jpg
327376,Sherd,,Ancient West Asian Art,ca. 5600–5000 BCE,"Ceramic, paint",data\raw\images\327376.jpg
811284,Female Politicians,Thomas Rowlandson,Drawings and Prints,"January 1, 1808",Hand-colored etching,data\raw\images\811284.jpg
811286,Female Politicians,Thomas Rowlandson,Drawings and Prints,"January 1, 1808",Hand-colored etching,data\raw\images\811286.jpg
501054,Kaval,,Musical Instruments,late 19th century,Boxwood,data\raw\images\501054.jpg
334373,Study for “Madame Théodore Gobillard” (Yves Morisot),Edgar Degas,Drawings and Prints,1869,"Graphite, squared, on buff tracing paper, mounted on laid paper",data\raw\images\334373.jpg
78145,Portrait of Bodhidharma,Hakuin Ekaku,Asian Art,mid-18th century,Hanging scroll; ink on paper,data\raw\images\78145.jpg
76115,The Illustrated Life of Shinran (Shinran shōnin eden),Unidentified artist,Asian Art,17th–18th century,"Set of four hanging scrolls; ink, color, and gold on silk",data\raw\images\76115.jpg
37904,Krishna Steals the Gopis’ Clothing: Page from a Dispersed Bhagavata Purana Manuscript,,Asian Art,ca. 1620–30,Ink and opaque watercolor on paper,data\raw\images\37904.jpg
663886,Portrait of Yinyuan Longqi (Ingen Ryūki),unidentified artist,Asian Art,1676,Hanging scroll; ink and color on paper,data\raw\images\663886.jpg
828460,Dish with bird amid  bamboo design and foliate meander on cavetto,,Asian Art,early 16th century,Stoneware painted with cobalt blue under a transparent glaze,data\raw\images\828460.jpg
392541,French Liberty – British Slavery,James Gillray,Drawings and Prints,"December 21, 1792",Hand-colored etching,data\raw\images\392541.jpg
391797,"Tiddy-Doll, the Great French-Gingerbread-Baker; Drawing Out a New Batch of Kings, His Man Hopping Talley, Mixing Up the Dough",James Gillray,Drawings and Prints,"January 23, 1806",Hand-colored etching,data\raw\images\391797.jpg
196091,Standing cup with cover,,European Sculpture and Decorative Arts,ca. 1730,Glass,data\raw\images\196091.jpg
212602,Reproduction of a winding sheet,,European Sculpture and Decorative Arts,possibly 19th century,Painted cloth,data\raw\images\212602.jpg
41865,Ink Tablet,,Asian Art,,Ink,data\raw\images\41865.jpg
196102,Inkwell,,European Sculpture and Decorative Arts,18th century,Glass,data\raw\images\196102.jpg
195886,Goblet (Pokal),,European Sculpture and Decorative Arts,early 18th century,"Glass, silver",data\raw\images\195886.jpg
726724,Valentine,Anonymous,Drawings and Prints,1850–70,"Cameo-embossed, open-work lace paper, colored paper,  ink",data\raw\images\726724.jpg
436428,The Trinity,Agnolo Gaddi,European Paintings,ca. 1390–96,"Tempera on wood, gold ground",data\raw\images\436428.jpg
727401,Valentine,Anonymous,Drawings and Prints,1859–69,"Cameo-embossed, open-work lace paper, lithography, watercolor, thread",data\raw\images\727401.jpg
719121,Valentine,Anonymous,Drawings and Prints,1850–60,"Open-work, cameo embossed, gilded lace paper, chromolithographed die-cut scraps, colored paper",data\raw\images\719121.jpg
717918,Valentine,Anonymous,Drawings and Prints,ca. 1860,"Gilded, open-work cameo embossed paper, chromolithography",data\raw\images\717918.jpg
