objectID,title,artist,department,objectDate,medium,image_path
347922,Songs of Innocence: Little Boy Lost,William Blake,Drawings and Prints,[1789] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347922.jpg
347923,Songs of Innocence: The Little Boy Found,William Blake,Drawings and Prints,[1789] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347923.jpg
347906,Songs of Innocence: The Little Black Boy,William Blake,Drawings and Prints,[1789] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347906.jpg
347904,Songs of Innocence: The Ecchoing Green (second plate),William Blake,Drawings and Prints,[1789] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347904.jpg
347905,Songs of Innocence: The Lamb,William Blake,Drawings and Prints,[1789] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347905.jpg
347889,Songs of Innocence: Title Page,William Blake,Drawings and Prints,[1789] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347889.jpg
347901,Songs of Innocence: Introduction,William Blake,Drawings and Prints,[1789] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347901.jpg
347903,Songs of Innocence: The Ecchoing Green,William Blake,Drawings and Prints,[1789] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347903.jpg
347907,Songs of Innocence: The Little Black Boy (second plate),William Blake,Drawings and Prints,[1789] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347907.jpg
347918,Songs of Innocence: The Chimney Sweeper,William Blake,Drawings and Prints,[1789] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347918.jpg
347902,Songs of Innocence: The Shepherd,William Blake,Drawings and Prints,[1789] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347902.jpg
347908,Songs of Innocence: The Blossom,William Blake,Drawings and Prints,[1789] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347908.jpg
742534,University,Thomas Rowlandson,Drawings and Prints,"May 10, 1802",Hand-colored etching,data\raw\images\742534.jpg
811771,A Seaman's Wife's Reckoning,Thomas Rowlandson,Drawings and Prints,"July 15, 1812",Hand-colored etching,data\raw\images\811771.jpg
811772,A Seaman's Wife's Reckoning,Thomas Rowlandson,Drawings and Prints,"July 15, 1812",Hand-colored etching,data\raw\images\811772.jpg
283126,Scène près d'un étang au moulin du Petit-Mourmelon,Gustave Le Gray,Photographs,1857,Albumen silver print from glass negative,data\raw\images\283126.jpg
706316,Vase with poems in a panoramic landscape,,Asian Art,late 17th century,Porcelain painted with cobalt blue under transparent glaze (Jingdezhen ware),data\raw\images\706316.jpg
893754,Panel from a jewelry casket: Krishna slays Putana,,Asian Art,ca. mid-16th century,Ivory,data\raw\images\893754.jpg
268706,"Henry Taylor. Author of ""Philip Van Artevelde""",Julia Margaret Cameron,Photographs,1864,Albumen silver print from glass negative,data\raw\images\268706.jpg
45532,Copy of a Dogū (Clay Figurine),,Asian Art,,Earthenware with cord-marked and incised decoration (Tōhoku region),data\raw\images\45532.jpg
195862,Standing cup with cover,,European Sculpture and Decorative Arts,ca. 1755,Glass,data\raw\images\195862.jpg
211512,Epigonation (Palitsa),,European Sculpture and Decorative Arts,16th–17th century,"Silk, metal thread, and pearl embroidery on a foundation of silk satin; tassels of metal thread and pearls",data\raw\images\211512.jpg
443176,Engraved Lamp Stand with Interlocking Circles,,Islamic Art,probably 16th century,"Brass; cast, engraved, and inlaid with black compound",data\raw\images\443176.jpg
451725,"""The Concourse of the Birds"", Folio 11r from a Mantiq al-Tayr (Language of the Birds)",Habiballah of Sava,Islamic Art,ca. 1600,"Ink, opaque watercolor, gold, and silver on paper",data\raw\images\451725.jpg
437518,A River in a Meadow,Théodore Rousseau,European Paintings,ca. 1840,Oil on wood,data\raw\images\437518.jpg
198704,Dish depicting The Death of Saul,Medici Porcelain Manufactory,European Sculpture and Decorative Arts,ca. 1575–80,Soft-paste porcelain decorated in underglaze blue,data\raw\images\198704.jpg
769297,Pope Clement X (1590–1676),Giovanni Battista Gaulli (Il Baciccio),European Paintings,ca. 1670–71,Oil on canvas,data\raw\images\769297.jpg
459071,Portrait of a Woman,Netherlandish or French,Robert Lehman Collection,ca. 1470–80,Oil on oak panel,data\raw\images\459071.jpg
450409,Enameled and Gilded Bottle,,Islamic Art,late 13th century,"Glass, greenish; blown, folded foot; enameled and gilded",data\raw\images\450409.jpg
446561,"""Alexander is Lowered into the Sea"", Folio from a Khamsa (Quintet) of Amir Khusrau Dihlavi",Amir Khusrau Dihlavi,Islamic Art,1597–98,"Main support: Ink, watercolor, gold on paper
Margins: Gold on dyed paper",data\raw\images\446561.jpg
448280,"""Bizhan Slaughters the Wild Boars of Irman"", Folio from a Shahnama (Book of Kings)",Abu'l Qasim Firdausi,Islamic Art,dated 741 AH/1341 CE,"Ink, opaque watercolor, and gold on paper",data\raw\images\448280.jpg
436518,Madonna and Child with Saints,Girolamo dai Libri,European Paintings,ca. 1520,Tempera and oil on canvas,data\raw\images\436518.jpg
451017,"""Coffin of Imam 'Ali"", Folio from a Falnama (The Book of Omens) of Ja'far al-Sadiq",,Islamic Art,mid-1550s–early 1560s,"Ink, opaque watercolor, and gold on paper",data\raw\images\451017.jpg
39742,"The Deity Vajrabhairava, Tantric Form of the Bodhisattva Manjushri",,Asian Art,early 15th century,Silk embroidery with metal thread and horsehair on silk satin,data\raw\images\39742.jpg
226956,The Garden of False Learning from The Table of Cebes,David Kandel,European Sculpture and Decorative Arts,1550–80,"Wool and silk on canvas (cross stitch, 48-56 per sq. in., 9 per sq. cm; tent stitch, 156-190 per sq. in., 30-36 per sq. cm.)",data\raw\images\226956.jpg
73159,Portrait of Li Xiangjun,Cui He,Asian Art,dated 1817,Hanging scroll; ink and color on paper,data\raw\images\73159.jpg
461152,Model for a portrait medal of Francesco Redi,Massimiliano Soldani,Robert Lehman Collection,1677,Wax on slate.,data\raw\images\461152.jpg
226534,Sampler,,European Sculpture and Decorative Arts,1792,Silk on wool,data\raw\images\226534.jpg
734066,Valentine,Anonymous,Drawings and Prints,1879,"Cameo-embossed open-work lace paper, chromolithography",data\raw\images\734066.jpg
738526,Valentine,Anonymous,Drawings and Prints,ca. 1880,"Cameo-embossed open-work lace paper, chromolithography",data\raw\images\738526.jpg
733685,Valentine,Esther Howland,Drawings and Prints,ca. 1860,"Cameo-embossed,   open-work, gilded, glossy lace paper, chromolithography, die-cut scraps",data\raw\images\733685.jpg
826262,Silhouette of Miss Donath,Montague Abrahams,Drawings and Prints,1877,Cut paper,data\raw\images\826262.jpg
195961,Bottle,Johann Joseph Mildner,European Sculpture and Decorative Arts,ca. 1790,Glass,data\raw\images\195961.jpg
726003,Valentine,Anonymous,Drawings and Prints,1850–70,"Cameo-embossed  open-work lace paper, chromolithography, colored paper",data\raw\images\726003.jpg
70533,Center Panel of Coverlet Top,,Asian Art,19th century,Indigo; cotton,data\raw\images\70533.jpg
781763,"Valentine - Mechanical -- armoire, family,  flowers","Anonymous, British, 19th century",Drawings and Prints,ca. 1875,"Heavy card stock, chromolithography, gilding, die-cut scraps,white ribbon",data\raw\images\781763.jpg
778047,"Mechanical box-shaped greeting card:  dancing and bucholic scene, Cupid brings bouquets.",Anonymous,Drawings and Prints,ca. 1875,"Heavy card-stock, die cut card stock, chromolithography, gilding",data\raw\images\778047.jpg
778844,"Valentine - Mechanical, flowers with hidden messages, sachet","Anonymous, British, 19th century",Drawings and Prints,ca. 1875,"Gilded, embossed envelope, die cut scraps, chromolithography, silk ribbon for tabs, silk fabric, sachet and contents",data\raw\images\778844.jpg
778755,Valentine - Mechanical - flowers reveal happy messges,"Anonymous, British or American, 19th century",Drawings and Prints,ca. 1875,"Heavy lace-embossed card-stock, die cut chromolithographed scraps, white silk ribbon for tabs",data\raw\images\778755.jpg
781715,"Valentine - Mechanical, four ovals, flaps, images","Anonymous, German, 19th century",Drawings and Prints,ca. 1875,"Heavy card-stock, die-cut scraps, chromolithography, gilding, ink",data\raw\images\781715.jpg
765823,Valentine,Kate Greenaway,Drawings and Prints,1874,"White card cameo-embossed, scalloped border, chromolithography, gold lithography",data\raw\images\765823.jpg
765071,Valentine,Kate Greenaway,Drawings and Prints,1874,"White card stock with embossed, scalloped borders; chromolithography in colors and gold, silvered lithographed paper",data\raw\images\765071.jpg
228311,Sampler,,European Sculpture and Decorative Arts,18th century,Silk on linen,data\raw\images\228311.jpg
228488,Sampler,,European Sculpture and Decorative Arts,1801,Silk on wool canvas,data\raw\images\228488.jpg
14052,Embroidered sampler,Jane Simonton Chapman,The American Wing,1808,Linen embroidered with cotton,data\raw\images\14052.jpg
186616,Bratina with cover,Elkington & Co.,European Sculpture and Decorative Arts,"19th century, after 1642 original",Silver gilt,data\raw\images\186616.jpg
196087,Beaker,Johann Joseph Mildner,European Sculpture and Decorative Arts,ca. 1790,Glass,data\raw\images\196087.jpg
436099,The Nativity with Donors and Saints Jerome and Leonard,Gerard David,European Paintings,ca. 1510–15,"Oil on canvas, transferred from wood",data\raw\images\436099.jpg
334871,The Dance of Death,"Anonymous, German, 16th century",Drawings and Prints,16th century,"Pen and brown ink, brush and brown ink, watercolor, gouache, gold paint",data\raw\images\334871.jpg
901615,Comic Valentine (anti-smoking),Anonymous,Drawings and Prints,ca. 1850,"Hand-colored lithograph with applied felt fabric, embossed paper",data\raw\images\901615.jpg
53167,Flying Apsaras (Hiten),,Asian Art,late 11th to early 12th century,Japanese cypress with lacquer and gold,data\raw\images\53167.jpg
819943,The True Peace Commissioners,Currier & Ives,Drawings and Prints,1865,Lithograph,data\raw\images\819943.jpg
436884,The Chess Players,Liberale da Verona,European Paintings,ca. 1475,Tempera on wood,data\raw\images\436884.jpg
436885,Scene from a Novella,Liberale da Verona,European Paintings,,Tempera on wood,data\raw\images\436885.jpg
13875,"Quilt, Presentation pattern",Mary Hergenroder Simon,The American Wing,ca. 1849,Cotton and silk velvet,data\raw\images\13875.jpg
466195,Leaf from a Beatus Manuscript: Seven Angels Hold the Cups of the Seven Last Plagues; The Hymn of the Lamb,,The Cloisters,ca. 1180,"Tempera, gold, and ink on parchment",data\raw\images\466195.jpg
452315,Double-Ended Bellini-Design Kazak Carpet,,Islamic Art,dated 1212 AH/1797 CE,"Wool (warp, weft, and pile); symmetrically woven pile",data\raw\images\452315.jpg
468350,Case (étui) with an amorous inscription,,Medieval Art,1450–1500,"Leather (Cuir bouilli), wood core, red cord",data\raw\images\468350.jpg
53458,Lingering Rain over Half the Village,Urakami (Uragami) Gyokudō,Asian Art,ca. 1815–20,Folding fan mounted as a hanging scroll; ink on paper,data\raw\images\53458.jpg
75963,Pilgrim's Visiting Album,,Asian Art,18th century,"One from a set of four albums; calligraphy on gilt paper and paper, paintings in ink, color, and gold on paper, mounted on paper, covers of silk embroidery with colored and metallic thread",data\raw\images\75963.jpg
75962,Pilgrim's Visiting Album,,Asian Art,18th century,"One from a set of four albums; calligraphy on gilt paper and paper, paintings in ink, color, and gold on paper, mounted on paper, covers of silk embroidery with colored and metallic thread",data\raw\images\75962.jpg
75964,Pilgrim's Visiting Album,,Asian Art,18th century,"One from a set of four albums; calligraphy on gilt paper and paper, paintings in ink, color, and gold on paper, mounted on paper, covers of silk embroidery with colored and metallic thread",data\raw\images\75964.jpg
156464,Doll,,Costume Institute,late 18th century,"silk, metal, glass, pearls, linen, cotton, wood",data\raw\images\156464.jpg
338973,The Lament of the Art of Painting,Cornelis Cort,Drawings and Prints,1579,Engraving; two plates printed on two sheets,data\raw\images\338973.jpg
336223,"Knight, Death, and the Devil",Albrecht Dürer,Drawings and Prints,1513,Engraving,data\raw\images\336223.jpg
75961,Pilgrim’s Visiting Album,,Asian Art,18th century,"One from a set of four albums; calligraphy on gilt paper and paper, paintings in ink, color, and gold on paper, mounted on paper, covers of silk embroidery with colored and metallic thread",data\raw\images\75961.jpg
233019,Upholstery panels for a side chair,,European Sculpture and Decorative Arts,ca. 1763–64,"Silk, painted",data\raw\images\233019.jpg
233018,Upholstery panels for a side chair,,European Sculpture and Decorative Arts,ca. 1763–64,"Silk, painted",data\raw\images\233018.jpg
231921,Side chair (one of four) (part of a set),,European Sculpture and Decorative Arts,ca. 1763–64,"Carved, painted and gilded limewood; squab pillow in silk velvet (not original)",data\raw\images\231921.jpg
233017,Upholstery panels for a side chair,,European Sculpture and Decorative Arts,ca. 1763–64,"Silk, painted",data\raw\images\233017.jpg
233020,Upholstery panels for a side chair,,European Sculpture and Decorative Arts,ca. 1763–64,"Silk, painted",data\raw\images\233020.jpg
205398,Tobacco box,,European Sculpture and Decorative Arts,18th century,Copper,data\raw\images\205398.jpg
505742,Harp Guitar,Joseph Laurent Mast,Musical Instruments,1827,"Spruce, maple, iron, nickel silver",data\raw\images\505742.jpg
822751,"Severe Weather, from ""Illustrated London News""",William Luson Thomas,Drawings and Prints,"March 22, 1856",Wood engraving,data\raw\images\822751.jpg
204587,Emperor Antoninus Pius,Antico (Pier Jacopo Alari Bonacolsi),European Sculpture and Decorative Arts,1519–24,"Bronze, partially oil-gilt, silver inlay, on serpentinite socle",data\raw\images\204587.jpg
194961,Jug,Haviland & Co.,European Sculpture and Decorative Arts,1882–86,Stoneware,data\raw\images\194961.jpg
194963,Jug,Haviland & Co.,European Sculpture and Decorative Arts,1882–86,Stoneware,data\raw\images\194963.jpg
194964,Pair of vases,Haviland & Co.,European Sculpture and Decorative Arts,ca. 1884–86,Hard-paste porcelain,data\raw\images\194964.jpg
32776,Stirrup,,Arms and Armor,ca. 1600,"Iron alloy, tin",data\raw\images\32776.jpg
449134,Tile Fragment,,Islamic Art,12th–13th century,Stonepaste; carved decoration under opaque monochrome glaze,data\raw\images\449134.jpg
449129,Ribbed Jar,,Islamic Art,11th–12th century,Stonepaste; monochrome glaze,data\raw\images\449129.jpg
449338,Lamp,,Islamic Art,10th–11th century,Stonepaste; monochrome glazed,data\raw\images\449338.jpg
324141,Jar with winged bulls flanking palmettes,,Ancient West Asian Art,ca. 8th–7th century BCE,Glazed ceramic,data\raw\images\324141.jpg
838013,Fragmentary Leaf from an Ashtasahasrika Prajnaparamita Sutra,Unidentified,Asian Art,12th century,"Gold, lapis lazuli, cinnabar, indigo, and orpiment pigments and black ink on paper",data\raw\images\838013.jpg
347832,"Songs of Innocence and of Experience, Shewing the Two Contrary States of the Human Soul: Combined Title-page",William Blake,Drawings and Prints,[1789–94] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347832.jpg
340445,Seated Figure of Mercury,Parmigianino (Girolamo Francesco Maria Mazzola),Drawings and Prints,1524–26,Black chalk,data\raw\images\340445.jpg
283177,[Button],Unknown,Photographs,1840s–50s,Daguerreotype,data\raw\images\283177.jpg
336214,"The Whore of Babylon, from ""The Apocalypse""",Albrecht Dürer,Drawings and Prints,1498,Woodcut,data\raw\images\336214.jpg
283103,[The Pavillon de Flore and the Tuileries Gardens],Marie-Charles-Isidore Choiselat,Photographs,1849,Daguerreotype,data\raw\images\283103.jpg
239500,Jardinière with chickens,Haviland & Co.,European Sculpture and Decorative Arts,ca. 1880,Stoneware,data\raw\images\239500.jpg
239496,Vase with birds and portrait,R. W. Martin and Brothers,European Sculpture and Decorative Arts,1876,Stoneware,data\raw\images\239496.jpg
239486,Jar with four birds,R. W. Martin and Brothers,European Sculpture and Decorative Arts,1892,Stoneware,data\raw\images\239486.jpg
239499,Vase with blue jay,François Laurin,European Sculpture and Decorative Arts,ca. 1880,Stoneware,data\raw\images\239499.jpg
239484,Tall bird,R. W. Martin and Brothers,European Sculpture and Decorative Arts,1896,Stoneware; wood,data\raw\images\239484.jpg
239495,Pot with dragons,R. W. Martin and Brothers,European Sculpture and Decorative Arts,1894,Stoneware,data\raw\images\239495.jpg
239485,Creature,R. W. Martin and Brothers,European Sculpture and Decorative Arts,1885,Stoneware,data\raw\images\239485.jpg
239498,Bottle vase with birds,R. W. Martin and Brothers,European Sculpture and Decorative Arts,1899,Stoneware,data\raw\images\239498.jpg
239504,Small vase with birds,R. W. Martin and Brothers,European Sculpture and Decorative Arts,1905,Stoneware,data\raw\images\239504.jpg
239506,Vase,Frank A. Butler,European Sculpture and Decorative Arts,1879,Stoneware,data\raw\images\239506.jpg
239505,Plaque depicting a pottery workshop,R. W. Martin and Brothers,European Sculpture and Decorative Arts,ca. 1882,Terracotta,data\raw\images\239505.jpg
16854,Campeche Chair,,The American Wing,ca. 1800–1810,"Mahogany and mahogany veneer, light and dark wood inlay, and leather",data\raw\images\16854.jpg
49433,The Immortal Li Tieguai,Su Renshan,Asian Art,,Hanging scroll; ink on paper,data\raw\images\49433.jpg
452996,Bead,,Islamic Art,11th century,Gold; filigree and granulation,data\raw\images\452996.jpg
337769,"Four Tulips:  Boter man (Butter Man), Joncker (Nobleman), Grote geplumaceerde (The Great Plumed One), and Voorwint (With the Wind)",Jacob Marrel,Drawings and Prints,ca. 1635–45,watercolor on vellum,data\raw\images\337769.jpg
324432,Jar with a frieze of bulls,,Ancient West Asian Art,ca. 8th–7th century BCE,Glazed ceramic,data\raw\images\324432.jpg
841644,Collaborative Painting of Sixteen Arhats,Suzuki Hyakunen 鈴木百年,Asian Art,late 1870s–early 1880s,Hanging scroll; ink and color on satin,data\raw\images\841644.jpg
197461,Saint Bernardino of Siena,Fulvio Signorini,European Sculpture and Decorative Arts,ca. 1600,"Bronze, partially oil-gilt",data\raw\images\197461.jpg
197460,Saint Catherine of Siena,Fulvio Signorini,European Sculpture and Decorative Arts,ca. 1600,"Bronze, partially oil-gilt",data\raw\images\197460.jpg
231981,Side chair (chais à la reine) (one of a pair),Georges Jacob,European Sculpture and Decorative Arts,1784,Carved and gilded walnut; pink silk moiré damask (not original),data\raw\images\231981.jpg
205427,Vase (vase chinois) (one of a pair),Sèvres Manufactory,European Sculpture and Decorative Arts,1791,"Hard-paste porcelain decorated in black enamel, platinum, two tones of gold; gilt metal; interior metal rod",data\raw\images\205427.jpg
207536,The Sacrifice of Jephthah's Daughter,Massimiliano Soldani,European Sculpture and Decorative Arts,"modeled 1722, probably cast 1730–35",Bronze,data\raw\images\207536.jpg
437368,Holy Family with an Angel,Raffaellino del Garbo (also known as Raffaelle de' Capponi and Raffaelle de' Carli),European Paintings,ca. 1490,"Tempera on canvas, transferred from wood",data\raw\images\437368.jpg
838076,Virgin and Child Enthroned,Bohemian Painter,European Paintings,ca. 1345–50,Oil(?) and gold on wood,data\raw\images\838076.jpg
436098,The Crucifixion,Gerard David,European Paintings,ca. 1495,Oil on wood,data\raw\images\436098.jpg
712539,Saint Philip Neri (1515–1595),Carlo Dolci,European Paintings,1645 or 1646,Oil on canvas,data\raw\images\712539.jpg
450418,Bowl,,Islamic Art,late 12th–early 13th century,Stonepaste; polychrome painted under transparent glaze,data\raw\images\450418.jpg
452102,Damascus Room,,Islamic Art,dated 1119 AH/1707 CE,"Wood (poplar) with gesso relief, gold and tin leaf, glazes and paint; wood (cypress, poplar, and mulberry), mother-of-pearl, marble and other stones, stucco with glass, plaster ceramic tiles, iron, brass",data\raw\images\452102.jpg
437995,Roses in a Bowl,Henri Fantin-Latour,European Paintings,1883,Oil on canvas,data\raw\images\437995.jpg
256974,"Marble stele (grave marker) with a youth and little girl, and a capital and finial in the form of a sphinx",,Greek and Roman Art,ca. 530 BCE,Marble,data\raw\images\256974.jpg
251042,Marble head of a kouros (youth),,Greek and Roman Art,mid-6th century BCE,"Marble, Island",data\raw\images\251042.jpg
248303,"Calyx-krater, fragments",,Greek and Roman Art,ca. 360–340 BCE,Terracotta,data\raw\images\248303.jpg
437791,The Apotheosis of the Spanish Monarchy,Giovanni Battista Tiepolo,European Paintings,1760s,Oil on canvas,data\raw\images\437791.jpg
464273,Diptych with the Adoration of the Magi and the Vera Icon (True Image),,Medieval Art,ca. 1325–50,Elephant ivory with metal mounts,data\raw\images\464273.jpg
200876,Potpourri jar,Louis Poterat Manufactory,European Sculpture and Decorative Arts,ca. 1690–95,Soft-paste porcelain decorated in underglaze blue,data\raw\images\200876.jpg
4896,Love Token,,The American Wing,ca. 1800,Watercolor on paper,data\raw\images\4896.jpg
430812,"The True Issue or ""Thats Whats the Matter""",Currier & Ives,Drawings and Prints,1864,Lithograph,data\raw\images\430812.jpg
850659,"The True Issue or ""Thats Whats the Matter""",Currier & Ives,Drawings and Prints,1864,Lithograph,data\raw\images\850659.jpg
336011,The Discovery of the True Cross,Bernardo Strozzi,Drawings and Prints,1599–1644,"Pen and brown ink, over leadpoint or black chalk; framing lines in pen and darker brown ink",data\raw\images\336011.jpg
309952,Animal pendant,,The Michael C. Rockefeller Wing,1–1000 CE,Gold,data\raw\images\309952.jpg
452188,Carpet Fragment,,Islamic Art,17th–18th century,"Cotton (warp and weft), silk (weft), wool (pile); asymmetrically knotted pile",data\raw\images\452188.jpg
452997,Bead,,Islamic Art,11th century,Gold; filigree and granulation,data\raw\images\452997.jpg
452998,Bead,,Islamic Art,11th century,Gold; filigree and granulation,data\raw\images\452998.jpg
452995,Bead,,Islamic Art,11th century,Gold; filigree and granulation,data\raw\images\452995.jpg
452994,Bead,,Islamic Art,11th century,Gold; filigree and granulation,data\raw\images\452994.jpg
549256,"Round-topped ostracon depicting the snake-goddess Mereseger and Amun's ram, signed by Neferhotep",,Egyptian Art,ca. 1295–1070 BCE,"Limestone, ink",data\raw\images\549256.jpg
437059,Young Woman with a Pink,Hans Memling,European Paintings,ca. 1485–90,Oil on wood,data\raw\images\437059.jpg
452032,Pierced Bowl Signed by Hasan al-Qashani,,Islamic Art,late 11th–early 12th century,"Stonepaste; molded and pierced, monochrome decoration under transparent glaze",data\raw\images\452032.jpg
437792,The Apotheosis of the Spanish Monarchy,Giovanni Battista Tiepolo,European Paintings,1760s,Oil on canvas,data\raw\images\437792.jpg
248114,Marble grave stele of a woman,,Greek and Roman Art,425–400 BCE,"Marble, Pentelic",data\raw\images\248114.jpg
254710,Terracotta calyx-krater (bowl for mixing wine and water),,Greek and Roman Art,4th century BCE,Terracotta,data\raw\images\254710.jpg
254896,Terracotta amphora (jar),Berlin Painter,Greek and Roman Art,ca. 490 BCE,Terracotta,data\raw\images\254896.jpg
468346,"The Antioch ""Chalice""",,The Cloisters,500–550,"Silver, silver-gilt",data\raw\images\468346.jpg
219421,Sampler,,European Sculpture and Decorative Arts,1804,Silk on linen,data\raw\images\219421.jpg
193654,Rosary,,European Sculpture and Decorative Arts,probably third quarter 19th century,"Onyx, gold, enamel",data\raw\images\193654.jpg
361740,"Mary, Princess of Orange",Wenceslaus Hollar,Drawings and Prints,1641,Etching; first state of two,data\raw\images\361740.jpg
227160,Fragments of a textile with Medici emblems,,European Sculpture and Decorative Arts,ca. 1492,"Silk, metal thread",data\raw\images\227160.jpg
702924,Alphonse de Gisors (1796–1866),Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1827,Bronze,data\raw\images\702924.jpg
711275,Design for a Valance with Bundles and Garlands of Flowers and Leaves,"Anonymous, French, 19th century",Drawings and Prints,1870–1900 (?),Watercolor,data\raw\images\711275.jpg
712164,Design for a Valance in with Thin Bushes and Garlands of Flowers and a Shell Motif with a Hanging Curtain,"Anonymous, French, 19th century",Drawings and Prints,1870–1900 (?),Watercolor,data\raw\images\712164.jpg
711309,Design for a Valance in the Style of Louis XVI with Bundles and Garlands of Flowers and an Ornamental Frame with a Tiger Face,"Anonymous, French, 19th century",Drawings and Prints,1870–1900 (?),Watercolor,data\raw\images\711309.jpg
711252,Design for a Chair Seat Cover with Floral Motifs,"Anonymous, French, 19th century",Drawings and Prints,1850–1900 (?),Watercolor,data\raw\images\711252.jpg
711329,Design for a Fireplace (?) with Bundles and Garlands of Flowers Decorated with Musical Instruments,"Anonymous, French, 19th century",Drawings and Prints,1870–1900 (?),Watercolor,data\raw\images\711329.jpg
711224,Design for a Valance with Floral Motifs,"Anonymous, French, 19th century",Drawings and Prints,1870–1900 (?),Watercolor,data\raw\images\711224.jpg
323944,Vessel in form of horned quadruped,,Ancient West Asian Art,ca. 700–550 BCE,Ceramic,data\raw\images\323944.jpg
315700,Embroidered bag with fringe,Nasca artist,The Michael C. Rockefeller Wing,7th century,Camelid hair,data\raw\images\315700.jpg
219681,Vertumnus and Pomona from a set of Scenes from Operas,François Boucher,European Sculpture and Decorative Arts,1758–76,"Wool, silk (21-22 warps per inch, 8 per cm.)",data\raw\images\219681.jpg
308024,Embroidered bag with fringe,Nasca artist,The Michael C. Rockefeller Wing,7th century,Camelid hair,data\raw\images\308024.jpg
308022,Embroidered bag with fringe,Nasca artist,The Michael C. Rockefeller Wing,7th century,Camelid hair,data\raw\images\308022.jpg
283133,Spartan Soldier,Charles Nègre,Photographs,1859,Albumen silver print from glass negative,data\raw\images\283133.jpg
337508,Gentleman Seated in an Armchair,Charles de la Fosse,Drawings and Prints,late 17th century–early 18th century,"Red, black, and white chalk, on beige paper",data\raw\images\337508.jpg
395202,The Washerwomen (Les Laveuses),Jean-Baptiste Le Prince,Drawings and Prints,1771,Etching and aquatint printed in brown ink,data\raw\images\395202.jpg
239483,Tall vase with four roundels,R. W. Martin and Brothers,European Sculpture and Decorative Arts,1876,Stoneware,data\raw\images\239483.jpg
239353,Vase with swan,Haviland & Co.,European Sculpture and Decorative Arts,ca. 1880,Porcelain,data\raw\images\239353.jpg
239488,Vase,Doulton Manufactory,European Sculpture and Decorative Arts,ca. 1895,Stoneware,data\raw\images\239488.jpg
239501,Pot,Martinus Kuijtenbrouwer,European Sculpture and Decorative Arts,1882,Stoneware,data\raw\images\239501.jpg
239494,Beaker vase,Doulton Manufactory,European Sculpture and Decorative Arts,1874,Stoneware,data\raw\images\239494.jpg
380627,Study for the Wife and Daughters of Brutus (recto); Study of a Male Nude (verso),Jacques Louis David,Drawings and Prints,ca. 1788,Red chalk,data\raw\images\380627.jpg
206628,Eagle owl,Meissen Manufactory,European Sculpture and Decorative Arts,ca. 1735,Hard-paste porcelain,data\raw\images\206628.jpg
337896,Jupiter Fighting the Giants,Jacopo Zucchi,Drawings and Prints,1540–96,"Pen and brown ink, brush with brown and mauve wash, highlighted with white gouache, over traces of black chalk, on light tan laid paper",data\raw\images\337896.jpg
712199,Design for a Panel with a Large Bundle of Flowers and Leaves and a Hanging Thin Bundle Containing Gardening Tools Inside an Ornamental Frame Decorated with Thin Garlands of Flowers and Leaves,"Anonymous, French, 19th century",Drawings and Prints,1870–1900 (?),Watercolor and Gouache,data\raw\images\712199.jpg
711310,Design for a Valance with Bundles and Garlands of Flowers and Musical Instruments,"Anonymous, French, 19th century",Drawings and Prints,1870–1900 (?),Watercolor,data\raw\images\711310.jpg
711322,Design for a Valance with Bundles and Garlands of Flowers and a Monogram Presenting Two Design Variants,"Anonymous, French, 19th century",Drawings and Prints,1870–1900 (?),Watercolor,data\raw\images\711322.jpg
711339,Design for a Valance with Bundles and Garlands of Flowers and Leaves Decorated with Gardening Tools upon which Small Birds Rest,"Anonymous, French, 19th century",Drawings and Prints,1870–1900 (?),Watercolor,data\raw\images\711339.jpg
711313,Design for a Panel or Wallpaper (?) with an Ornamental Frame with Scrolls and a Shell Decorated with Garlands and Bundles of Flowers and Fruits and a Monogrammed Oval Frame,"Anonymous, French, 19th century",Drawings and Prints,1870–1900 (?),Watercolor,data\raw\images\711313.jpg
